"","FC1","FNC9","FNC12","FC11","FNC7","FNC1","FC6","FC2","FNC10","FNC8","FC4","FC12","FC7","FC10","FNC3","FC3","FNC6","FC5","FNC11","FC9","FNC5","FNC2","FNC4","FC8","taxonomy"
"582",4,3,0,2,5,3,0,0,2,0,0,1,7,2,0,3,2,0,0,0,3,3,0,2,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Candidatus Solibacter;"
"583",4,21,11,2,0,8,3,4,7,17,0,1,7,5,0,0,2,0,0,0,2,11,3,3,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Fonticella;"
"584",4,1,0,6,0,0,0,0,3,2,0,1,0,2,0,1,0,0,1,0,1,0,0,2,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Candidatus Solibacter;"
"585",4,8,0,0,8,0,3,6,1,5,9,3,2,5,6,26,5,11,9,11,0,3,16,5,"k__Bacteria;p__Chloroflexi;c__TK10;o__TK10CL;f__TK10CL;g__TK10CL;"
"586",4,2,0,0,2,0,0,6,0,4,0,1,0,2,0,0,0,7,3,0,0,1,0,1,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Chitinophaga;"
"587",4,5,1,2,0,5,2,0,3,4,0,2,2,0,0,0,1,0,0,0,3,9,0,0,"k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__BSV40;g__BSV40FA;"
"588",4,5,2,1,2,2,2,5,13,0,4,4,2,4,1,3,7,2,0,0,2,5,1,1,"k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;"
"589",4,2,0,7,7,0,0,2,0,1,4,0,3,0,3,17,0,1,0,2,0,0,0,2,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;"
"590",4,1,0,3,2,0,0,0,2,0,0,3,0,3,3,0,0,0,0,1,0,0,4,0,"k__Bacteria;p__Armatimonadetes;c__uncultured;o__unculturedCL;f__unculturedCL;g__unculturedCL;"
"591",4,8,27,0,21,16,3,15,2,3,9,0,8,3,36,7,2,0,0,0,0,1,0,0,"k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae (Subgroup 4);g__Blastocatellaceae (Subgroup 4)FA;"
"592",4,1,0,6,0,0,1,0,0,1,0,0,3,1,0,0,0,0,2,0,0,0,0,1,"k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__BSV13;"
"593",4,0,0,0,2,0,0,0,6,1,1,0,2,0,3,0,0,4,3,0,0,0,0,1,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Elev-16S-1332;g__Elev-16S-1332FA;"
"594",4,6,10,2,20,13,0,14,14,13,8,6,9,3,13,8,4,0,5,7,0,8,3,4,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Kineosporiales;f__Kineosporiaceae;g__Angustibacter;"
"595",4,4,12,0,2,9,2,7,0,4,0,0,3,3,7,4,0,0,0,7,0,8,2,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Parasegetibacter;"
"596",4,11,0,20,2,0,2,0,6,5,0,4,12,2,3,1,17,0,5,0,8,0,4,9,"k__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__BSV26;g__BSV26FA;"
"597",4,6,0,14,2,1,1,0,0,5,5,7,2,1,6,2,9,0,3,7,11,0,6,12,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"598",4,0,0,1,0,2,0,0,2,1,0,0,1,3,0,0,1,0,0,3,0,0,3,1,"k__Bacteria;p__Chloroflexi;c__SJA-15;o__SJA-15CL;f__SJA-15CL;g__SJA-15CL;"
"599",4,0,1,3,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__uncultured-Coriobacteriaceae;"
"600",4,11,6,8,1,1,0,0,0,0,0,0,4,2,4,1,7,4,0,0,7,3,2,3,"k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__TepidisphaeraceaeFA;"
"601",4,2,14,6,17,1,1,10,20,10,3,4,6,5,16,9,4,9,5,4,4,5,21,4,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Sorangium;"
"602",4,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia;"
"603",4,1,0,1,1,0,0,0,0,0,1,0,0,5,1,0,0,2,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Rhodanobacter;"
"604",4,2,0,0,1,0,0,4,1,6,3,6,0,3,15,1,0,1,2,0,3,13,8,1,"k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;"
"605",4,0,7,3,15,0,0,8,3,4,0,2,4,2,5,0,0,5,2,0,0,0,3,1,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR;"
"606",4,0,1,3,0,1,0,1,0,1,0,3,1,2,1,2,0,0,3,0,0,0,0,1,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured-Gemmatimonadaceae;"
"607",4,0,2,1,1,0,1,8,0,2,2,4,0,2,0,19,2,6,6,5,0,3,5,4,"k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae (Subgroup 4);g__Blastocatellaceae (Subgroup 4)FA;"
"608",4,3,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,3,2,0,0,0,0,2,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured-Gemmatimonadaceae;"
"609",4,1,0,4,1,0,2,0,0,0,2,0,0,0,0,1,1,4,0,0,1,0,1,3,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__uncultured-Acidobacteriaceae (Subgroup 1);"
"610",4,0,4,0,0,0,1,0,17,0,0,0,2,2,4,0,0,0,4,1,2,2,0,2,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;"
"611",4,10,1,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,6,0,1,2,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;"
"612",4,4,2,5,0,0,2,0,0,0,1,0,0,0,0,0,1,8,2,0,0,2,3,3,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;"
"613",4,0,0,0,0,0,0,3,0,0,3,8,0,2,0,6,0,12,0,0,0,0,0,5,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;"
"614",4,4,1,0,0,4,5,5,2,9,0,0,0,2,2,2,0,1,1,5,3,0,3,5,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Bryobacter;"
"615",4,4,5,0,2,0,2,0,10,2,2,4,0,8,0,4,2,24,7,4,20,1,0,16,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__TRA3-20;f__TRA3-20OR;g__TRA3-20OR;"
"616",4,6,4,3,14,10,1,15,10,13,4,4,0,6,35,18,5,12,14,10,6,11,6,6,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;"
"617",4,3,9,2,8,0,0,12,7,3,13,0,6,3,2,6,6,9,7,5,7,0,5,2,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;"
"618",4,0,0,7,0,0,2,0,1,7,3,0,0,0,2,0,3,6,6,1,0,0,3,9,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__BCf3-20;g__BCf3-20FA;"
"619",4,6,0,0,3,0,0,14,20,5,4,0,13,1,0,3,6,3,2,5,6,0,8,8,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__ODP1230B8.23;g__ODP1230B8.23FA;"
"620",4,17,0,0,5,0,6,1,1,0,1,18,0,0,0,4,0,2,0,0,0,2,0,4,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Cryocola;"
"621",4,23,0,0,0,0,0,1,0,0,0,0,3,4,1,3,1,0,0,0,0,2,6,3,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Candidatus Solibacter;"
"622",4,0,9,1,13,4,0,9,0,13,0,0,2,0,12,0,0,0,0,0,1,5,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter;"
"623",4,0,1,8,3,0,2,0,4,2,5,0,0,2,0,2,0,7,3,3,6,4,4,4,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales Incertae Sedis;g__Rhizomicrobium;"
"624",4,0,0,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__LentimicrobiaceaeFA;"
"625",4,22,9,0,1,24,0,7,9,22,0,0,9,8,2,2,5,0,3,1,1,15,2,4,"k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__uncultured-Coriobacteriaceae;"
"626",4,3,0,0,2,0,0,0,0,0,1,1,0,2,0,2,0,5,0,1,0,0,1,3,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__I-10;g__I-10FA;"
"627",4,0,0,0,0,0,0,9,0,0,2,0,27,0,0,13,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;"
"628",4,20,2,4,10,5,0,13,3,15,4,4,8,8,7,20,1,18,6,7,2,0,2,15,"k__Bacteria;p__Chloroflexi;c__KD4-96;o__KD4-96CL;f__KD4-96CL;g__KD4-96CL;"
"629",4,1,0,3,8,3,0,0,14,3,0,7,10,4,8,0,5,0,4,1,1,6,7,19,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Azospira;"
"630",4,7,14,5,16,0,6,8,20,7,2,0,0,0,7,0,4,4,5,6,4,13,6,2,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Roseiarcaceae;g__Roseiarcus;"
"631",4,16,3,0,7,1,0,12,5,4,0,4,3,2,0,6,3,5,0,6,6,5,10,4,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;"
"632",4,2,0,0,0,0,0,0,0,0,0,2,2,5,5,1,2,0,0,0,0,0,0,0,"k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae;g__Opitutus;"
"633",4,3,0,3,0,1,1,8,6,3,0,3,0,5,3,6,0,8,7,9,0,1,0,2,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__SC-I-84OR;g__SC-I-84OR;"
"634",4,3,3,4,1,1,0,2,6,2,2,5,0,6,5,0,0,15,2,0,4,5,2,18,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;"
"635",4,15,6,10,4,7,1,8,3,16,0,0,5,6,5,0,11,0,0,4,4,6,0,5,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Clostridium sensu stricto 8;"
"636",4,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,6,0,0,0,0,1,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Byssovorax;"
"637",4,1,0,0,1,0,1,4,4,0,2,0,0,0,0,0,0,0,0,3,0,1,0,1,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;"
"638",4,0,7,0,0,2,0,11,0,10,0,4,0,4,14,5,0,0,0,5,0,3,5,0,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosospira;"
"639",4,6,0,4,0,1,0,13,12,17,0,0,16,4,3,3,3,2,0,7,3,8,6,3,"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Bellilinea;"
"640",4,11,9,0,12,2,2,3,11,3,4,0,2,4,8,3,1,0,2,3,0,0,2,6,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;"
"641",4,0,86,5,4,0,14,21,21,1,0,12,0,22,0,7,0,4,9,5,2,0,0,13,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia-Paraburkholderia;"
"642",4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20,4,0,1,0,8,0,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__GemmatimonadaceaeFA;"
"643",4,0,0,3,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,1,1,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Enhygromyxa;"
"644",4,14,10,3,6,0,0,3,26,3,0,0,14,1,4,3,7,13,6,8,4,4,12,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadales Incertae Sedis;g__Xanthomonadales Incertae SedisFA;"
"645",4,1,0,0,6,2,0,8,3,2,2,0,0,2,0,5,1,3,0,1,0,0,2,5,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;"
"646",4,0,0,1,1,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;"
"647",4,0,0,3,7,0,6,9,0,0,3,6,4,0,7,11,0,17,1,5,0,5,2,4,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__uncultured-Chitinophagaceae;"
"648",4,3,1,1,0,0,0,0,1,0,1,0,2,3,0,2,4,0,0,0,0,0,0,1,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;"
"649",4,15,4,6,15,1,5,17,27,19,5,3,14,21,12,11,10,13,16,15,20,4,22,11,"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae (Subgroup 3);g__Candidatus Solibacter;"
"650",4,9,2,3,2,13,2,6,2,3,0,5,6,1,5,0,6,0,2,0,2,14,2,7,"k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__DeinococcaceaeFA;"
"651",4,35,6,0,10,6,0,3,1,7,3,6,0,28,10,5,7,1,90,0,3,11,25,3,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;"
"652",4,10,10,0,0,2,2,8,5,5,0,11,2,2,7,3,0,14,2,2,2,0,9,1,"k__Bacteria;p__Acidobacteria;c__Subgroup 2;o__Subgroup 2CL;f__Subgroup 2CL;g__Subgroup 2CL;"
"653",4,9,8,6,0,4,0,2,4,5,0,0,9,0,7,0,5,8,1,3,0,5,8,9,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus;"
"654",4,0,0,0,14,2,0,0,2,0,6,1,2,4,0,9,0,4,8,4,0,1,8,2,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;"
"655",4,1,0,3,0,0,2,1,7,6,1,0,1,0,0,0,0,3,0,0,0,0,5,12,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Candidatus Koribacter;"
"656",4,3,3,0,10,3,1,5,0,6,3,2,0,4,3,7,3,17,0,6,6,0,0,6,"k__Bacteria;p__Chloroflexi;c__KD4-96;o__KD4-96CL;f__KD4-96CL;g__KD4-96CL;"
"657",4,3,2,0,0,0,6,0,0,0,1,8,0,2,3,0,0,0,0,0,3,0,0,1,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Edaphobacter;"
"658",4,8,0,0,0,0,0,0,4,6,0,2,4,2,2,0,0,0,0,1,2,5,4,7,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae;g__Aetherobacter;"
"659",4,4,0,3,0,0,1,3,11,10,0,0,0,8,0,0,10,0,0,2,1,2,2,2,"k__Bacteria;p__Bacteroidetes;c__WCHB1-32;o__WCHB1-32CL;f__WCHB1-32CL;g__WCHB1-32CL;"
"660",4,21,0,0,0,53,0,0,18,49,0,0,3,0,32,0,1,0,0,0,0,43,0,0,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Halanaerobiales;f__Halobacteroidaceae;g__uncultured-Halobacteroidaceae;"
"661",4,0,0,0,0,0,4,1,0,1,1,0,0,3,3,0,0,3,1,0,1,1,0,0,"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__C0119OR;g__C0119OR;"
"662",4,0,0,0,0,0,0,0,2,2,0,0,4,2,0,5,4,0,0,2,0,5,1,3,"k__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Blastocatellaceae (Subgroup 4);g__Blastocatellaceae (Subgroup 4)FA;"
"663",4,4,7,0,0,1,0,3,0,6,0,1,1,9,0,1,6,3,0,1,7,3,0,9,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__43F-1404R;f__43F-1404ROR;g__43F-1404ROR;"
"664",4,4,17,9,5,12,0,0,3,14,0,1,14,4,17,0,13,0,2,1,5,29,13,4,"k__Bacteria;p__Bacteroidetes;c__SB-5;o__SB-5CL;f__SB-5CL;g__SB-5CL;"
"665",4,1,0,2,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,1,0,0,6,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"666",4,7,4,3,2,0,0,4,1,3,1,4,3,2,0,0,0,6,0,5,1,3,0,3,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium;"
"667",4,8,0,0,6,2,1,3,0,10,0,9,1,14,6,5,3,6,2,11,4,2,0,5,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__SC-I-84OR;g__SC-I-84OR;"
"668",4,1,0,3,8,2,0,3,0,0,15,0,0,7,0,0,0,0,0,9,4,7,0,0,"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;"
"669",4,1,3,2,0,0,0,0,1,0,0,0,0,0,3,3,0,1,3,2,3,0,1,0,"k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Terrimonas;"
"670",4,0,1,2,2,0,0,0,7,0,4,0,0,0,3,0,4,12,6,9,2,0,3,3,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiales Incertae Sedis;g__Rhizomicrobium;"
"671",4,3,4,10,28,0,8,20,9,11,12,9,6,11,15,30,0,35,9,15,2,3,9,12,"k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__uncultured-Gemmatimonadaceae;"
"672",4,9,7,0,12,0,1,16,55,13,10,6,16,13,13,13,13,97,24,36,26,0,23,2,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__uncultured-Acidobacteriaceae (Subgroup 1);"
"673",4,0,0,0,0,2,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;"
"674",4,9,0,7,0,0,2,0,0,0,0,4,2,7,0,0,0,0,0,0,2,2,5,2,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"675",4,6,5,8,0,2,0,0,0,0,2,2,0,0,0,3,0,1,3,4,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__KD4-96;o__KD4-96CL;f__KD4-96CL;g__KD4-96CL;"
"676",4,3,2,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,2,0,0,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Elev-16S-976;f__Elev-16S-976OR;g__Elev-16S-976OR;"
"677",4,0,0,0,0,0,0,4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,"k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Anaerolinea;"
"678",4,4,2,0,3,3,0,0,0,3,2,2,0,3,3,11,4,5,0,1,2,0,0,0,"k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__Acidobacteriaceae (Subgroup 1);g__Granulicella;"
"679",4,3,4,0,7,0,0,6,6,5,5,0,4,0,0,7,6,4,1,5,6,4,15,34,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__XanthobacteraceaeFA;"
"680",4,0,1,0,0,0,0,2,4,0,4,6,1,0,0,2,1,10,2,0,0,0,2,2,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;"
"681",4,10,5,0,7,7,0,1,0,3,0,0,0,1,29,0,0,0,0,0,0,14,0,0,"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;"
"682",4,11,12,2,30,0,0,24,52,16,15,0,19,3,16,17,19,29,33,17,29,2,31,3,"k__Bacteria;p__Acidobacteria;c__Subgroup 2;o__Subgroup 2CL;f__Subgroup 2CL;g__Subgroup 2CL;"
"683",4,10,11,0,1,8,1,6,12,4,0,0,7,3,14,0,6,0,2,1,2,11,3,0,"k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__OPB56;g__OPB56FA;"
"684",4,7,0,8,6,0,1,1,4,6,0,4,0,1,0,4,0,3,2,3,0,0,4,3,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;"
"685",4,0,3,0,2,2,1,1,0,3,4,6,1,0,4,0,5,6,4,0,3,0,0,2,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidicaldus;"
"686",4,1,5,0,3,0,0,0,0,0,0,0,0,1,1,0,2,0,3,0,0,0,3,2,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Fonticella;"
"687",4,0,0,3,1,3,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;"
"688",4,13,2,2,5,4,1,3,7,6,3,4,3,2,23,2,0,8,8,2,4,3,10,7,"k__Bacteria;p__Verrucomicrobia;c__OPB35 soil group;o__OPB35 soil groupCL;f__OPB35 soil groupCL;g__OPB35 soil groupCL;"
"689",4,4,0,0,0,0,2,0,0,2,0,0,2,5,0,1,1,1,4,0,0,0,0,0,"k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__YNPFFP1;g__YNPFFP1FA;"
"690",4,2,0,5,1,0,2,0,4,0,0,3,3,6,0,0,0,12,0,6,2,0,6,2,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__SC-I-84OR;g__SC-I-84OR;"
"691",4,0,1,0,0,0,0,0,1,0,0,2,1,3,2,0,0,0,0,0,0,0,1,3,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylovirgula;"
"692",4,8,6,1,1,0,1,0,5,3,0,0,12,0,0,0,0,0,11,1,9,0,7,1,"k__Bacteria;p__Bacteroidetes;"
"693",4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,3,0,"k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Gemmata;"
"694",4,2,2,7,0,2,1,4,3,5,0,0,4,0,3,0,6,0,1,2,1,3,0,0,"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus;"
"695",4,12,0,5,0,0,1,0,4,10,0,5,7,1,2,0,83,0,5,1,3,0,12,27,"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Hydrogenophilales;f__Hydrogenophilaceae;g__Ferritrophicum;"
"696",4,6,1,2,0,0,0,3,0,0,2,0,2,7,3,3,0,0,3,3,1,2,3,0,"k__Bacteria;p__Chloroflexi;c__SBR2076;o__SBR2076CL;f__SBR2076CL;g__SBR2076CL;"
"697",4,5,1,0,7,0,0,11,0,2,0,5,0,3,9,0,2,5,0,2,0,0,2,2,"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Rhizorhapis;"
"698",4,0,0,3,1,0,1,0,0,1,1,2,0,1,0,3,5,4,0,0,0,0,0,0,"k__Bacteria;p__Acidobacteria;c__Subgroup 6;o__Subgroup 6CL;f__Subgroup 6CL;g__Subgroup 6CL;"
